MediaMass Fake News Site Claims Jack Bruce Death a Hoax			http://wafflesatnoon.com/jack-bruce-death-hoax/			The Fake News Desk
Man Dies in Haunted House, Mistaken for Prop for Almost 2 Weeks			http://www.snopes.com/media/notnews/scaredstiff.asp			The Fake News Desk
Whistleblower: Ebola Vaccine Contains RFID Chips			http://badsatiretoday.com/ebola-vaccine-contains-rfid-chips-cdc-whistleblower/			The Fake News Desk
The Kidney Thieves			http://urbanlegends.about.com/cs/kidneythieves/index.htm			Health - Medical
