QUIZ: Celebrity Urban Legends	http://urbanlegends.about.com/library/bl_celeb_quiz.htm	celebrities
Richard Gere and the Gerbil: A Moral Tale	http://urbanlegends.about.com/od/celebrities/a/richard_gere.htm	celebrities
Don't Believe the One About Ann Coulter and a Black Pilot	http://urbanlegends.about.com/od/celebrities/ss/Ann-Coulter-Refuses-To-Board-Plane.htm	celebrities
Amazing True Stories of Angelic Intervention	http://paranormal.about.com/od/angels/a/aa121905.htm	celebrities
11 "Rules of Life" Bill Gates Didn't Really Share	http://urbanlegends.about.com/od/dubiousquotes/fl/Bill-Gates-11-Rules-of-Life.htm	celebrities
Brad Pitt's Love Letter to His Wife	http://urbanlegends.about.com/od/celebrities/ss/Brad-Pitt-About-His-Wife.htm	celebrities
Spanglish Movie - Paz Vega Interview	http://movies.about.com/od/spanglish/a/spangpv121004.htm	celebrities
Were Lee Marvin and Captain Kangaroo (Bob Keeshan) War Buddies?	http://urbanlegends.about.com/od/celebrities/fl/Captain-Kangaroo-and-Lee-Marvin-War-Buddies.htm	celebrities
Rod Stewart Had WHAT Pumped Out of His Stomach?	http://urbanlegends.about.com/cs/celebrities/a/stomach_pump.htm	celebrities
"The Cat's Meow" and the Legend of Thomas Ince's Death	http://urbanlegends.about.com/cs/celebrities/a/the_cats_meow.htm	celebrities
The Dangers of Illegal Immigration: One Week of Headlines	http://usconservatives.about.com/od/illegal-immigration/fl/The-Dark-Side-of-Open-Borders-and-Illegal-Immigration.htm	celebrities
The Bush Doctrine	http://usforeignpolicy.about.com/od/defense/a/The-Bush-Doctrine.htm	celebrities
How We Know the Story of Ciara's Secret Sex Change is a Hoax	http://urbanlegends.about.com/od/celebrities/a/ciara.htm	celebrities
Alexander Fleming's Discovery of Penicillin	http://inventors.about.com/video/Alexander-Fleming-s-Discovery-of-Penicillin.htm	celebrities
Maya Angelou Calls Out Racism in a Poem?	http://urbanlegends.about.com/od/celebrities/fl/Did-Maya-Angelou-Compose-a-Poem-About-Racist-Companies.htm	celebrities
Why Are People Saying Eminem Died in a Car Crash?	http://urbanlegends.about.com/od/celebrities/a/eminem_dead.htm	celebrities
